"About the data: Exported on Dec 17, 2020. Criteria: Text - '""nuclear deterrence"" OR ""military deterrence"" OR ""conventional deterrence"" OR ""hybrid deterrence"" OR ""cyber deterrence"" OR cyberdeterrence' in title and abstract. © 2020 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,
Publication ID,DOI,Title,Abstract,Source title/Anthology title,PubYear,Volume,Issue,Pagination,Authors,Authors Affiliations - Name of Research organization,Authors Affiliations - Country of Research organization,Dimensions URL,Times cited,Cited references
pub.1101349221,10.1080/14799855.2018.1443915,Chinese Evolving Approaches to Nuclear “War-Fighting”: An Emerging Intense US–China Security Dilemma and Threats to Crisis Stability in the Asia Pacific,"This article argues that current passive and static conceptualizations of Chinese approaches to nuclear and conventional deterrence are no longer appropriate. Recent evidence indicates that these postures are far more integrated, flexible, and dynamic than Beijing’s official rhetoric suggests, and that during the past decade a de facto shift toward a limited nuclear war-fighting posture has already taken place. By applying an International Relations (IR) structural-realist lens to conceptualize a relatively under-researched discourse that relates to recent indications that China is contemplating the deployment of nuclear weapons for war-fighting (or victory-denial) purposes. A radical doctrinal shift of this kind (or even the perception of one) could presage a paradigm shift in China’s long-standing nuclear posture and the nuclear balance in Asia.",Asian Security,2019,15,3,1-18,"Johnson, James Samuel",,,https://app.dimensions.ai/details/publication/pub.1101349221,1,
pub.1125923396,10.1080/10736700.2019.1737409,Pakistan’s nuclear future: continued dependence on asymmetric escalation,"In 2019, the geostrategic landscape of South Asia significantly changed. A crisis between India and Pakistan involved air strikes across international boundaries for the first time since the 1971 war. Pakistan came close to economic collapse, while India re-elected hawkish Narendra Modi as prime minister in a landslide. These developments, alongside the United States’ efforts to strike a deal to leave Afghanistan and rapidly improving US-India relations, portend new challenges for Pakistan’s security managers—challenges that nuclear weapons are ill-suited to address. Despite the shifting security and political situation in the region, however, Pakistan’s nuclear posture and doctrine seem unlikely to change. This article explores the roots of Pakistan’s reliance on the traditional predictions of the nuclear revolution, most notably the notion that nuclear-armed states will not go to war with one another, and argues that this reliance on nuclear deterrence is a response both to Pakistan’s security environment and to serious constraints on moving away from nuclear weapons toward an improved conventional force posture. Pakistan’s central problems remain the same as when it first contemplated nuclear weapons: the threat from India, the absence of true allies, a weak state and a weaker economy, and few friends in the international system. While 2019 may have been a turning point for other states in the region, Pakistan is likely to stay the course.",The Nonproliferation Review,2019,26,5-6,449-463,"Wueger, Diana",,,https://app.dimensions.ai/details/publication/pub.1125923396,0,
pub.1123198466,10.1109/allerton.2019.8919910,A Cyber-Nuclear Deterrence Game,"The reliability of nuclear command, control and communications has long been identified as a critical component of the strategic stability among nuclear states. Advances in offensive cyber weaponry have the potential to negatively impact this reliability, threatening strategic stability. In this paper we present a game theoretic model of preemptive cyber attacks against nuclear command, control and communications. The model is a modification of the classic two-player game of Chicken, a standard game theoretic model for nuclear brinksmanship. We fully characterize equilibria in both the complete information game and two distinct two-sided incomplete information games. We show that when both players have advanced cyber capabilities conflict is more likely in equilibrium, regardless of information structure. On the other hand, when at most one player has advanced cyber capabilities, strategic stability depends on the information structure. Under complete information, asymmetric cyber capabilities have a stabilizing effect in which the player with strong cyber has the resolve to stand firm in equilibrium. Under incomplete information, asymmetric cyber capabilities can have both stabilizing and destabilizing effects depending on prior beliefs over opponent cyber capabilities.","2019 57th Annual Allerton Conference on Communication, Control, and Computing (Allerton)",2019,00,,470-479,"Soper, Braden C.",,,https://app.dimensions.ai/details/publication/pub.1123198466,0,"[Lindsay, Jon R.]|[ur.016123225213.98]|Journal of Cybersecurity|2015|1|1|53-67|10.1093/cybsec/tyv003|pub.1039177182|34;[Bruns, Bryan Randolph]|[]|Games|2015|6|4|495-520|10.3390/g6040495|pub.1046570993|7;[Gartzke, Erik; Lindsay, Jon R.]|[ur.014753037012.98; ur.016123225213.98]|Security Studies|2015|24|2|316-348|10.1080/09636412.2015.1038188|pub.1052004488|40;[Gartzke, Erik; Lindsay, Jon R.]|[ur.014753037012.98; ur.016123225213.98]|Journal of Cybersecurity|2017|||tyw017-|10.1093/cybsec/tyw017|pub.1083827234|12;[Van Puyvelde, Damien; Brantly, Aaron F.]|[ur.015605570403.51; ur.016106672055.44]||2017||||10.4324/9781315225623|pub.1090926209|4;[Soper, Braden; Musacchio, John]|[ur.015064306313.48; ur.013330670275.71]|2015 53rd Annual Allerton Conference on Communication, Control, and Computing (Allerton)|2015|||361-371|10.1109/allerton.2015.7447027|pub.1093938870|4"
pub.1121600732,10.4324/9780429045240-1,Security Without Order: Nuclear Deterrence and Crisis Management in the 1980s,,Arms Control and International Security,2019,,,3-14,"Bertram, Christoph",,,https://app.dimensions.ai/details/publication/pub.1121600732,0,
pub.1120593827,10.4324/9780429307591-1,"Introduction: Strategic Defense, Nuclear Deterrence, and Arms Control",,Strategic Defense Initiative Folly or Future?,2019,,,1-19,,,,https://app.dimensions.ai/details/publication/pub.1120593827,0,
pub.1121515765,10.4324/9780429313776-17,The Churches and Nuclear Deterrence,,The Political Role of Religion in the United States,2019,,,279-305,"Johnson, Stephen D; Tamney, Joseph B; van Voorst, L Bruce",,,https://app.dimensions.ai/details/publication/pub.1121515765,0,
pub.1119831982,10.4324/9780429311086-1,European Nuclear Deterrence After INF,,The Future of Deterrence,2019,,,1-10,"Laird, Robbin F; Jacobs, Betsy",,,https://app.dimensions.ai/details/publication/pub.1119831982,0,
pub.1121031399,10.4324/9780429308383-4,The Impact of Technology on Nuclear Deterrence and Strategic Arms Control,,Technology and Change in East-West Relations,2019,,,63-84,"Larrabee, F Stephen; Nye, Joseph S",,,https://app.dimensions.ai/details/publication/pub.1121031399,0,
pub.1118034986,10.1080/00396338.2019.1637122,Cyber War and Nuclear Peace,The United States must take the lead in reconfiguring nuclear deterrence to withstand cyber war.,Survival,2019,61,4,45-62,"Gompert, David C.; Libicki, Martin",,,https://app.dimensions.ai/details/publication/pub.1118034986,0,
pub.1131317077,10.1080/02681307.2019.1812226,About the Editor,"Jack Watling is a Research Fellow at RUSI, responsible for the study of Land Warfare. Jack has published studies on the future of fires, conventional deterrence of Russia, the British Army’s Strike...",Whitehall Papers,2019,96,1,(iv)-(iv),,,,https://app.dimensions.ai/details/publication/pub.1131317077,0,
pub.1121183292,10.1080/20531702.2019.1669323,UK Nuclear deterrence policy: an unlawful threat of force*,"This article explores multiple ways in which the unlawfulness of a threat, under Article 2(4), can result from the threatened force being unlawful under another body of law. It concludes: (a) deterrence is a threat; (b) a threat is unlawful if use of the threatened force would be unlawful; (c) the only possible exception to the general rule that use of nuclear weapons would be unlawful is an extreme circumstance of self-defence; (d) use of nuclear weapons in a belligerent reprisal would be unlawful; and so (e) two specific aspects of UK policy are unlawful: the refusal to rule out first use, and the possibility of low level, high power use. Possible strategies to hold the UK to account are considered, and paragraphs 47–8 of the ICJ's Nuclear Weapons advisory opinion are dissected in an appendix. Despite the UK focus, the analysis and conclusions are relevant to other states.",Journal on the Use of Force and International Law,2019,6,2,1-49,"Drummond, Brian",,,https://app.dimensions.ai/details/publication/pub.1121183292,1,
pub.1117992827,10.4324/9780429302299-8,The Ethic of Nuclear Deterrence,,Political Realism and International Morality,2019,,,109-121,"Bobbitt, Philip Chase",,,https://app.dimensions.ai/details/publication/pub.1117992827,0,
pub.1117992814,10.4324/9780429302299-13,The Immorality of Nuclear Deterrence,,Political Realism and International Morality,2019,,,158-178,"Werner, Richard",,,https://app.dimensions.ai/details/publication/pub.1117992814,0,"[Benjamin, Martin]|[]|Ethics|1973|83|3|196-213|10.1086/291879|pub.1058601906|3"
pub.1117992812,10.4324/9780429302299-11,Nuclear Deterrence as Bluff: A Dialogue on the Moral Costs,,Political Realism and International Morality,2019,,,144-152,"Hare, John E.; Lindgren, J. Ralph",,,https://app.dimensions.ai/details/publication/pub.1117992812,0,
pub.1117898169,10.4324/9780429269080,Nuclear Deterrence in South Asia,,,2019,,,,"Abbasi, Rizwana; Khan, Zafar",National Defence University,Pakistan,https://app.dimensions.ai/details/publication/pub.1117898169,0,
pub.1118163063,10.4324/9780429307690,Strengthening Conventional Deterrence in Europe,,,2019,,,,"Goodpaster, Andrew J.; Schulze, Franz-Joseph; Steedman, Sir Alasdair; Perry, William J.",,,https://app.dimensions.ai/details/publication/pub.1118163063,0,
